product_id,product_name,category,brand,price,cost,stock_quantity,supplier,date_added,last_sold_date,status,gross_margin
376,Speed Demon,cruiser,Trek,466.42,3895.2,662.05,Zoombeat,4/17/2018,11/4/2021,error: undefined method `first' for nil:NilClass,-735.13
377,Mountain Beast,road,Cannondale,390.25,3574.38,11.77,Talane,12/20/2019,4/30/2020,error: undefined method `first' for nil:NilClass,-815.92
378,Urban Cruiser,cruiser,Specialized,660.14,238.31,910.21,Pixoboo,8/20/2018,5/26/2020,error: undefined method `first' for nil:NilClass,63.9
379,Mountain Beast,mountain,Scott,4927.95,3516.38,260.44,Jabbertype,3/25/2019,2/6/2021,error: undefined method `first' for nil:NilClass,28.64
380,Urban Cruiser,road,Trek,3698.18,3096.37,625.67,Leexo,11/28/2019,11/24/2021,error: undefined method `first' for nil:NilClass,16.27
381,Mountain Beast,BMX,Specialized,1798.79,1864.28,499.39,Twitterbeat,11/20/2019,8/22/2021,error: undefined method `first' for nil:NilClass,-3.64
382,Trail Blazer,hybrid,Giant,1505.32,1911.29,659.88,Fatz,4/28/2019,1/27/2020,error: undefined method `first' for nil:NilClass,-26.97
383,Mountain Beast,mountain,Giant,4360.13,1927.82,173.97,Blogtags,1/16/2018,4/2/2021,error: undefined method `first' for nil:NilClass,55.79
384,City Slicker,cruiser,Specialized,1994.61,2157.87,252.04,Twimbo,8/3/2018,2/29/2020,error: undefined method `first' for nil:NilClass,-8.19
385,Urban Cruiser,mountain,Scott,2183.62,1507.49,576.44,Innojam,8/16/2019,3/23/2020,error: undefined method `first' for nil:NilClass,30.96
386,Trail Blazer,cruiser,Scott,913.14,3510.23,598.03,Agimba,5/20/2018,7/20/2021,error: undefined method `first' for nil:NilClass,-284.41
387,Trail Blazer,cruiser,Cannondale,3474.57,3028.46,363.75,Camimbo,9/9/2019,10/26/2020,error: undefined method `first' for nil:NilClass,12.84
388,Trail Blazer,cruiser,Giant,485.02,137.1,524.69,Yotz,12/18/2019,2/16/2020,error: undefined method `first' for nil:NilClass,71.73
389,Speed Demon,BMX,Scott,2964.49,1522.29,103.54,Realpoint,1/21/2019,1/3/2020,error: undefined method `first' for nil:NilClass,48.65
390,Trail Blazer,hybrid,Specialized,3930.84,1841.83,0.56,Wordpedia,11/21/2018,8/12/2021,error: undefined method `first' for nil:NilClass,53.14
391,Mountain Beast,hybrid,Giant,1571.16,3554.7,361.77,Meeveo,8/1/2019,2/28/2021,error: undefined method `first' for nil:NilClass,-126.25
392,Mountain Beast,hybrid,Specialized,2557.99,3376.74,763.87,Zoombeat,2/25/2018,3/7/2021,error: undefined method `first' for nil:NilClass,-32.01
393,Mountain Beast,mountain,Giant,1402.28,435.7,888.23,Leenti,4/16/2018,12/5/2020,error: undefined method `first' for nil:NilClass,68.93
394,City Slicker,mountain,Specialized,772.08,2991.88,598.26,Kimia,6/11/2018,1/18/2021,error: undefined method `first' for nil:NilClass,-287.51
395,Trail Blazer,mountain,Scott,3820.72,2012.76,203.32,Wikibox,11/8/2019,7/23/2020,error: undefined method `first' for nil:NilClass,47.32
396,City Slicker,road,Trek,4371.32,2327.82,581.04,Wikivu,11/6/2019,5/16/2020,error: undefined method `first' for nil:NilClass,46.75
397,Trail Blazer,mountain,Trek,4860.15,1116.78,534.43,Skinte,3/25/2019,9/25/2020,error: undefined method `first' for nil:NilClass,77.02
398,Trail Blazer,cruiser,Cannondale,2627.06,2796.13,343.29,Reallinks,1/22/2019,8/24/2021,error: undefined method `first' for nil:NilClass,-6.44
399,Trail Blazer,road,Cannondale,1806.72,3680.4,327.27,Babbleopia,6/18/2018,7/8/2021,error: undefined method `first' for nil:NilClass,-103.71
400,Speed Demon,BMX,Giant,3522.91,1669.65,355.23,Quimba,2/18/2019,5/13/2020,error: undefined method `first' for nil:NilClass,52.61
401,Speed Demon,hybrid,Scott,297.6,3684.34,34.84,Devpulse,5/12/2018,5/14/2020,error: undefined method `first' for nil:NilClass,-1138.02
402,City Slicker,mountain,Cannondale,1337.68,1105.97,403.58,Shufflebeat,4/14/2018,11/25/2020,error: undefined method `first' for nil:NilClass,17.32
403,City Slicker,cruiser,Trek,4525.5,1027.96,297.97,Gigashots,10/25/2019,4/6/2020,error: undefined method `first' for nil:NilClass,77.29
404,Mountain Beast,BMX,Cannondale,1596.31,2779.8,460.83,Oloo,6/14/2018,4/13/2020,error: undefined method `first' for nil:NilClass,-74.14
405,City Slicker,hybrid,Cannondale,2730.42,1077.81,683.17,Twitterbeat,10/16/2018,4/8/2021,error: undefined method `first' for nil:NilClass,60.53
406,Speed Demon,cruiser,Cannondale,782.6,3050.78,636.83,Yacero,9/6/2018,1/5/2020,error: undefined method `first' for nil:NilClass,-289.83
407,Trail Blazer,cruiser,Trek,4181.29,1896.73,470.23,Kazio,2/2/2018,4/25/2020,error: undefined method `first' for nil:NilClass,54.64
408,Trail Blazer,cruiser,Giant,1997.95,1793.39,558.13,Twitterbridge,4/5/2019,3/13/2021,error: undefined method `first' for nil:NilClass,10.24
409,Speed Demon,road,Cannondale,2060.05,376.79,130.58,Zoomzone,5/3/2019,1/31/2021,error: undefined method `first' for nil:NilClass,81.71
410,Speed Demon,road,Giant,3703.51,2955.77,838.47,Thoughtsphere,6/24/2018,10/28/2020,error: undefined method `first' for nil:NilClass,20.19
411,Urban Cruiser,BMX,Giant,121.75,3678.77,978.2,Skibox,4/10/2018,8/5/2021,error: undefined method `first' for nil:NilClass,-2921.58
412,Speed Demon,cruiser,Specialized,2438.42,2982.39,341.3,Browsecat,4/7/2019,9/19/2020,error: undefined method `first' for nil:NilClass,-22.31
413,Mountain Beast,road,Specialized,3740.06,659.76,981.88,Leenti,4/4/2018,3/27/2021,error: undefined method `first' for nil:NilClass,82.36
414,Urban Cruiser,road,Scott,762.13,2359.1,682.4,Meedoo,4/21/2018,2/22/2020,error: undefined method `first' for nil:NilClass,-209.54
415,Speed Demon,BMX,Trek,1730.81,1453.77,563.58,Miboo,8/25/2019,8/28/2021,error: undefined method `first' for nil:NilClass,16.01
416,Speed Demon,hybrid,Giant,1135.16,372.18,967.84,Centidel,11/19/2019,2/17/2021,error: undefined method `first' for nil:NilClass,67.21
417,Mountain Beast,cruiser,Giant,4457.1,2801.55,130.38,Yotz,7/18/2018,1/27/2021,error: undefined method `first' for nil:NilClass,37.14
418,Trail Blazer,mountain,Specialized,801.02,2903.45,609.08,Jayo,1/30/2018,11/17/2020,error: undefined method `first' for nil:NilClass,-262.47
419,Trail Blazer,mountain,Giant,3387.39,2737.5,245.35,Eadel,8/19/2019,6/4/2021,error: undefined method `first' for nil:NilClass,19.19
420,Mountain Beast,cruiser,Cannondale,1821.05,3331.64,259.02,Bluezoom,5/7/2018,11/24/2021,error: undefined method `first' for nil:NilClass,-82.95
421,Trail Blazer,mountain,Specialized,695.53,2146.84,430.94,Voomm,6/7/2018,1/13/2021,error: undefined method `first' for nil:NilClass,-208.66
422,Speed Demon,cruiser,Specialized,701.46,3981.82,517.52,Skalith,12/18/2018,7/30/2020,error: undefined method `first' for nil:NilClass,-467.65
423,Trail Blazer,road,Trek,3458.36,2342.8,218.0,InnoZ,6/3/2019,2/11/2021,error: undefined method `first' for nil:NilClass,32.26
424,Urban Cruiser,hybrid,Giant,2491.76,2099.77,346.69,Zoomcast,5/14/2018,6/24/2020,error: undefined method `first' for nil:NilClass,15.73
425,Urban Cruiser,BMX,Giant,802.62,1367.77,415.97,Vinder,10/25/2019,8/7/2021,error: undefined method `first' for nil:NilClass,-70.41
426,Speed Demon,road,Giant,1929.66,3434.09,475.67,Dabvine,11/3/2019,3/19/2021,error: undefined method `first' for nil:NilClass,-77.96
427,Speed Demon,hybrid,Specialized,2987.04,3534.88,378.5,Avavee,12/17/2019,1/30/2020,error: undefined method `first' for nil:NilClass,-18.34
428,Trail Blazer,BMX,Cannondale,2934.84,1008.58,962.31,Twinte,8/14/2018,12/4/2020,error: undefined method `first' for nil:NilClass,65.63
429,Speed Demon,mountain,Scott,3070.9,1547.47,326.63,Yombu,8/24/2019,8/14/2020,error: undefined method `first' for nil:NilClass,49.61
430,Speed Demon,BMX,Giant,4162.26,1892.79,457.42,Flashdog,9/2/2018,4/28/2020,error: undefined method `first' for nil:NilClass,54.52
431,Speed Demon,road,Trek,3211.84,3903.06,711.02,Demimbu,9/8/2019,11/25/2021,error: undefined method `first' for nil:NilClass,-21.52
432,Urban Cruiser,cruiser,Trek,421.66,2452.31,496.36,Twitterlist,11/12/2019,6/19/2020,error: undefined method `first' for nil:NilClass,-481.58
433,City Slicker,hybrid,Specialized,4058.36,605.46,294.61,Talane,12/21/2018,4/21/2020,error: undefined method `first' for nil:NilClass,85.08
434,Mountain Beast,hybrid,Specialized,2706.96,2824.81,950.82,Jabbersphere,4/15/2019,12/19/2020,error: undefined method `first' for nil:NilClass,-4.35
435,Mountain Beast,hybrid,Trek,1405.81,2737.94,444.09,Wordpedia,1/5/2019,11/23/2021,error: undefined method `first' for nil:NilClass,-94.76
436,Mountain Beast,mountain,Scott,1824.14,1009.82,857.46,Demivee,8/11/2019,6/6/2020,error: undefined method `first' for nil:NilClass,44.64
437,Trail Blazer,road,Cannondale,2658.32,2477.99,964.1,Gigaclub,2/13/2018,8/10/2020,error: undefined method `first' for nil:NilClass,6.78
438,City Slicker,mountain,Trek,4203.57,3799.33,114.83,Skivee,9/26/2018,7/18/2020,error: undefined method `first' for nil:NilClass,9.62
439,Speed Demon,BMX,Giant,765.51,2500.0,991.25,Meevee,12/6/2019,10/18/2020,error: undefined method `first' for nil:NilClass,-226.58
440,Speed Demon,road,Scott,4477.43,911.49,467.62,Mudo,6/28/2019,4/25/2021,error: undefined method `first' for nil:NilClass,79.64
441,Urban Cruiser,cruiser,Scott,3403.03,95.55,686.62,Katz,12/31/2018,7/2/2021,error: undefined method `first' for nil:NilClass,97.19
442,Speed Demon,BMX,Cannondale,96.96,3815.1,190.8,Yakijo,6/16/2018,3/3/2020,error: undefined method `first' for nil:NilClass,-3834.72
443,Urban Cruiser,BMX,Scott,4609.36,1609.63,696.64,Wordify,11/6/2019,10/6/2021,error: undefined method `first' for nil:NilClass,65.08
444,City Slicker,hybrid,Specialized,3988.62,1754.96,209.8,Buzzshare,3/21/2019,5/2/2021,error: undefined method `first' for nil:NilClass,56
445,Speed Demon,hybrid,Trek,4594.7,3236.97,79.21,Yodoo,2/5/2019,6/20/2021,error: undefined method `first' for nil:NilClass,29.55
446,Urban Cruiser,hybrid,Specialized,3088.58,335.75,502.74,Yakitri,5/15/2018,6/4/2021,error: undefined method `first' for nil:NilClass,89.13
447,City Slicker,road,Giant,4581.38,2931.95,107.99,Cogidoo,5/30/2019,1/26/2020,error: undefined method `first' for nil:NilClass,36
448,Speed Demon,mountain,Scott,2017.75,2367.79,726.69,Devcast,1/28/2019,6/6/2020,error: undefined method `first' for nil:NilClass,-17.35
449,City Slicker,BMX,Specialized,193.95,1973.06,9.53,Thoughtsphere,11/27/2019,9/10/2021,error: undefined method `first' for nil:NilClass,-917.3
450,Mountain Beast,mountain,Cannondale,3489.89,1734.19,14.27,Fliptune,6/1/2018,12/30/2020,error: undefined method `first' for nil:NilClass,50.31
451,Urban Cruiser,mountain,Giant,239.79,2610.66,939.35,Babblestorm,1/29/2019,8/4/2021,error: undefined method `first' for nil:NilClass,-988.73
452,Urban Cruiser,road,Giant,2903.84,1504.12,89.08,Thoughtstorm,2/5/2019,9/1/2020,error: undefined method `first' for nil:NilClass,48.2
453,Urban Cruiser,hybrid,Scott,4828.29,118.59,447.37,Bluezoom,1/3/2019,10/9/2020,error: undefined method `first' for nil:NilClass,97.54
454,City Slicker,mountain,Trek,4365.66,2143.69,204.52,Bubblebox,6/9/2018,1/3/2021,error: undefined method `first' for nil:NilClass,50.9
455,Mountain Beast,cruiser,Giant,3868.82,3279.59,338.02,BlogXS,3/7/2019,9/6/2021,error: undefined method `first' for nil:NilClass,15.23
456,Trail Blazer,mountain,Trek,3534.36,606.65,779.11,Oyoloo,11/14/2018,3/20/2021,error: undefined method `first' for nil:NilClass,82.84
457,Urban Cruiser,BMX,Cannondale,3226.36,916.07,502.1,Dynabox,11/28/2019,12/1/2020,error: undefined method `first' for nil:NilClass,71.61
458,Speed Demon,BMX,Scott,730.63,1788.77,861.62,Realmix,8/7/2019,8/19/2020,error: undefined method `first' for nil:NilClass,-144.83
459,Trail Blazer,cruiser,Giant,2265.32,409.92,263.01,Pixonyx,1/28/2018,4/23/2021,error: undefined method `first' for nil:NilClass,81.9
460,Speed Demon,road,Giant,1367.87,3026.71,143.27,Linklinks,12/31/2018,1/31/2020,error: undefined method `first' for nil:NilClass,-121.27
461,Trail Blazer,mountain,Cannondale,586.51,1644.86,928.52,Jabbercube,7/23/2018,8/24/2020,error: undefined method `first' for nil:NilClass,-180.45
462,City Slicker,mountain,Specialized,1557.64,3391.44,705.74,Dabvine,6/25/2018,7/8/2020,error: undefined method `first' for nil:NilClass,-117.73
463,Mountain Beast,cruiser,Specialized,2439.4,2263.64,523.28,Photobean,4/12/2019,2/12/2020,error: undefined method `first' for nil:NilClass,7.21
464,Urban Cruiser,cruiser,Trek,1527.35,2080.89,313.38,Photolist,1/25/2018,12/24/2021,error: undefined method `first' for nil:NilClass,-36.24
465,Speed Demon,mountain,Trek,4185.17,2563.5,580.79,Yamia,6/12/2019,3/9/2020,error: undefined method `first' for nil:NilClass,38.75
466,Urban Cruiser,hybrid,Trek,2306.6,2226.09,524.63,Oyondu,8/8/2019,3/9/2021,error: undefined method `first' for nil:NilClass,3.49
467,Speed Demon,road,Specialized,725.5,3887.73,527.85,Zoomdog,6/24/2018,10/10/2021,error: undefined method `first' for nil:NilClass,-435.87
468,Mountain Beast,BMX,Scott,4272.22,684.69,993.76,Quamba,12/16/2018,6/16/2021,error: undefined method `first' for nil:NilClass,83.97
469,City Slicker,road,Giant,2488.29,827.16,275.15,Livepath,7/12/2018,12/13/2020,error: undefined method `first' for nil:NilClass,66.76
470,City Slicker,mountain,Trek,3486.44,668.91,776.65,Centidel,1/3/2019,12/29/2020,error: undefined method `first' for nil:NilClass,80.81
471,Urban Cruiser,road,Giant,3657.06,1586.75,821.18,Devbug,6/10/2019,9/18/2021,error: undefined method `first' for nil:NilClass,56.61
472,Urban Cruiser,mountain,Scott,1377.99,1111.8,730.65,Demimbu,12/30/2019,1/24/2020,error: undefined method `first' for nil:NilClass,19.32
473,Trail Blazer,BMX,Trek,4629.66,2949.02,262.23,Brightdog,8/8/2018,1/29/2021,error: undefined method `first' for nil:NilClass,36.3
474,Urban Cruiser,hybrid,Trek,2629.03,2920.03,122.35,Flashspan,3/11/2019,1/5/2021,error: undefined method `first' for nil:NilClass,-11.07
475,Urban Cruiser,cruiser,Giant,289.43,944.77,102.42,Brainsphere,1/24/2019,11/12/2021,error: undefined method `first' for nil:NilClass,-226.42
476,Urban Cruiser,cruiser,Giant,1099.29,1742.55,731.64,Abata,12/21/2018,5/19/2020,error: undefined method `first' for nil:NilClass,-58.52
477,Urban Cruiser,road,Specialized,3080.08,3495.92,998.03,Devbug,7/16/2018,1/17/2021,error: undefined method `first' for nil:NilClass,-13.5
478,Speed Demon,hybrid,Cannondale,1540.18,2283.0,799.66,Photobug,8/31/2019,1/21/2020,error: undefined method `first' for nil:NilClass,-48.23
479,Mountain Beast,BMX,Specialized,1657.35,3341.0,969.42,Vidoo,1/28/2019,6/21/2020,error: undefined method `first' for nil:NilClass,-101.59
480,Urban Cruiser,BMX,Scott,3529.44,1388.89,339.1,Vimbo,8/23/2019,3/8/2021,error: undefined method `first' for nil:NilClass,60.65
481,Speed Demon,hybrid,Giant,2129.93,2094.05,83.86,Oyondu,10/6/2019,11/24/2021,error: undefined method `first' for nil:NilClass,1.68
482,Trail Blazer,mountain,Specialized,2033.99,2887.94,215.17,Wordware,5/5/2019,8/18/2021,error: undefined method `first' for nil:NilClass,-41.98
483,Trail Blazer,mountain,Giant,3533.93,2822.64,97.11,Jabberstorm,5/11/2019,2/23/2021,error: undefined method `first' for nil:NilClass,20.13
484,Trail Blazer,mountain,Specialized,2356.61,78.89,157.36,Youfeed,9/3/2019,4/6/2021,error: undefined method `first' for nil:NilClass,96.65
485,Urban Cruiser,hybrid,Giant,104.9,1374.89,470.38,Jaloo,8/29/2018,9/11/2020,error: undefined method `first' for nil:NilClass,-1210.67
486,Speed Demon,BMX,Cannondale,1454.78,435.18,759.81,Edgeify,11/19/2019,6/15/2021,error: undefined method `first' for nil:NilClass,70.09
487,City Slicker,cruiser,Giant,4965.67,3341.61,163.35,Riffpedia,10/20/2018,6/14/2020,error: undefined method `first' for nil:NilClass,32.71
488,Speed Demon,mountain,Trek,768.59,941.68,441.98,Quimba,9/21/2018,11/4/2021,error: undefined method `first' for nil:NilClass,-22.52
489,Speed Demon,cruiser,Specialized,4075.34,3913.36,866.19,Zava,4/10/2019,12/18/2021,error: undefined method `first' for nil:NilClass,3.97
490,Mountain Beast,BMX,Specialized,4419.29,3317.23,773.34,Zoomcast,12/4/2018,1/25/2021,error: undefined method `first' for nil:NilClass,24.94
491,Speed Demon,BMX,Scott,2616.7,2931.58,846.76,Meeveo,3/20/2018,9/28/2020,error: undefined method `first' for nil:NilClass,-12.03
492,Urban Cruiser,hybrid,Scott,3821.58,2734.56,193.87,Abatz,9/6/2018,8/7/2020,error: undefined method `first' for nil:NilClass,28.44
493,City Slicker,road,Cannondale,2277.11,2690.33,953.45,Skynoodle,11/3/2018,2/18/2021,error: undefined method `first' for nil:NilClass,-18.15
494,City Slicker,hybrid,Trek,3752.7,2367.08,952.5,Blogtags,4/16/2018,9/30/2020,error: undefined method `first' for nil:NilClass,36.92
495,Trail Blazer,mountain,Trek,498.16,994.24,888.46,Realpoint,3/12/2018,5/7/2020,error: undefined method `first' for nil:NilClass,-99.58
496,Speed Demon,hybrid,Cannondale,2748.8,2021.45,718.34,Photolist,8/29/2018,12/1/2021,error: undefined method `first' for nil:NilClass,26.46
497,Urban Cruiser,cruiser,Specialized,2461.62,3108.52,146.24,Flipstorm,11/20/2018,1/18/2020,error: undefined method `first' for nil:NilClass,-26.28
498,Mountain Beast,hybrid,Trek,3065.68,1238.31,148.2,Avavee,10/28/2019,11/29/2021,error: undefined method `first' for nil:NilClass,59.61
499,Mountain Beast,BMX,Cannondale,4531.75,776.84,738.73,Devify,6/8/2019,9/8/2021,error: undefined method `first' for nil:NilClass,82.86
500,City Slicker,road,Giant,674.83,689.7,49.44,Skippad,4/22/2019,7/26/2021,error: undefined method `first' for nil:NilClass,-2.2
501,City Slicker,mountain,Giant,927.06,3335.9,917.68,Twimm,3/28/2019,1/13/2021,error: undefined method `first' for nil:NilClass,-259.84
502,Trail Blazer,BMX,Specialized,2661.21,981.27,658.62,Livetube,4/28/2019,1/30/2021,error: undefined method `first' for nil:NilClass,63.13
503,Urban Cruiser,BMX,Specialized,458.23,2383.87,64.82,Roomm,10/5/2018,5/27/2021,error: undefined method `first' for nil:NilClass,-420.23
504,Mountain Beast,BMX,Scott,2142.01,2945.6,703.05,Photobug,11/4/2019,6/12/2020,error: undefined method `first' for nil:NilClass,-37.52
505,Urban Cruiser,mountain,Specialized,2580.08,506.41,982.53,Browsetype,6/30/2018,4/21/2020,error: undefined method `first' for nil:NilClass,80.37
506,Mountain Beast,hybrid,Cannondale,184.54,241.28,59.44,Thoughtbridge,3/5/2018,10/10/2020,error: undefined method `first' for nil:NilClass,-30.75
507,Mountain Beast,BMX,Trek,2377.12,746.07,189.31,Shuffledrive,12/22/2018,3/2/2020,error: undefined method `first' for nil:NilClass,68.61
508,City Slicker,hybrid,Cannondale,4894.62,3645.48,125.17,Shuffletag,7/24/2019,4/12/2021,error: undefined method `first' for nil:NilClass,25.52
509,Speed Demon,BMX,Scott,2304.7,3411.14,61.84,Agimba,11/20/2018,8/12/2021,error: undefined method `first' for nil:NilClass,-48.01
510,Trail Blazer,mountain,Trek,281.87,3181.08,527.47,Wikivu,7/15/2019,12/23/2020,error: undefined method `first' for nil:NilClass,-1028.56
511,Speed Demon,BMX,Scott,1487.93,3252.78,218.5,Yozio,5/22/2019,10/12/2020,error: undefined method `first' for nil:NilClass,-118.61
512,Speed Demon,hybrid,Giant,3712.98,2762.39,44.65,Quatz,7/17/2018,1/27/2021,error: undefined method `first' for nil:NilClass,25.6
513,Mountain Beast,BMX,Specialized,4385.96,3450.69,661.1,Flashset,12/15/2018,7/24/2020,error: undefined method `first' for nil:NilClass,21.32
514,Mountain Beast,road,Specialized,3388.38,41.42,724.12,Bubblemix,12/6/2019,1/17/2021,error: undefined method `first' for nil:NilClass,98.78
515,Speed Demon,road,Trek,2764.38,3855.55,573.86,Latz,4/3/2019,1/14/2020,error: undefined method `first' for nil:NilClass,-39.47
516,Mountain Beast,cruiser,Giant,2692.35,379.46,706.13,Izio,4/5/2018,7/6/2021,error: undefined method `first' for nil:NilClass,85.91
517,Speed Demon,hybrid,Giant,4121.05,2453.36,595.66,Skibox,10/31/2018,7/24/2021,error: undefined method `first' for nil:NilClass,40.47
518,Speed Demon,cruiser,Trek,2123.11,1372.09,593.53,Yacero,9/1/2018,12/26/2021,error: undefined method `first' for nil:NilClass,35.37
519,Trail Blazer,road,Giant,735.81,2931.52,452.99,Jamia,7/17/2018,5/17/2021,error: undefined method `first' for nil:NilClass,-298.41
520,City Slicker,cruiser,Cannondale,3022.97,3995.87,396.64,Skipfire,10/30/2019,4/12/2020,error: undefined method `first' for nil:NilClass,-32.18
521,Speed Demon,mountain,Cannondale,4964.78,2422.38,44.3,Buzzdog,1/29/2018,1/10/2021,error: undefined method `first' for nil:NilClass,51.21
522,Speed Demon,cruiser,Cannondale,597.02,1714.37,789.9,Skibox,3/31/2018,5/5/2021,error: undefined method `first' for nil:NilClass,-187.15
523,Mountain Beast,hybrid,Giant,115.75,2555.05,67.04,Eayo,12/20/2019,9/2/2021,error: undefined method `first' for nil:NilClass,-2107.39
524,Trail Blazer,hybrid,Specialized,679.55,3987.74,104.19,Quatz,7/30/2018,7/2/2020,error: undefined method `first' for nil:NilClass,-486.82
525,Mountain Beast,hybrid,Cannondale,4063.27,753.21,527.88,Babblestorm,1/4/2018,7/24/2020,error: undefined method `first' for nil:NilClass,81.46
526,Urban Cruiser,hybrid,Giant,119.88,2074.59,515.0,Lajo,3/23/2018,6/4/2020,error: undefined method `first' for nil:NilClass,-1630.56
527,Speed Demon,mountain,Specialized,480.91,2133.52,348.49,Topicstorm,6/2/2019,11/4/2021,error: undefined method `first' for nil:NilClass,-343.64
528,Mountain Beast,BMX,Scott,1686.36,2013.26,435.61,Dynabox,12/28/2019,3/1/2020,error: undefined method `first' for nil:NilClass,-19.38
529,Trail Blazer,hybrid,Cannondale,383.93,3156.48,28.19,Chatterbridge,2/14/2018,4/7/2021,error: undefined method `first' for nil:NilClass,-722.15
530,Trail Blazer,mountain,Giant,716.59,2348.56,82.57,Talane,10/15/2018,4/1/2020,error: undefined method `first' for nil:NilClass,-227.74
531,Trail Blazer,BMX,Cannondale,4301.94,2067.04,131.71,Blognation,6/29/2019,11/19/2021,error: undefined method `first' for nil:NilClass,51.95
532,Mountain Beast,cruiser,Giant,2195.23,3972.39,386.15,Flashdog,1/10/2019,12/20/2021,error: undefined method `first' for nil:NilClass,-80.96
533,Trail Blazer,cruiser,Specialized,3699.08,258.88,266.95,Twitterwire,10/8/2019,12/23/2020,error: undefined method `first' for nil:NilClass,93
534,Trail Blazer,cruiser,Scott,1071.39,492.38,281.76,Ailane,4/30/2018,12/10/2021,error: undefined method `first' for nil:NilClass,54.04
535,Trail Blazer,mountain,Trek,95.89,206.13,386.78,Abatz,5/10/2018,8/15/2020,error: undefined method `first' for nil:NilClass,-114.97
536,City Slicker,road,Trek,2140.65,1901.04,950.89,Zooxo,7/2/2018,6/24/2021,error: undefined method `first' for nil:NilClass,11.19
537,Mountain Beast,road,Scott,4927.1,3565.85,483.08,Brightbean,1/9/2018,11/1/2021,error: undefined method `first' for nil:NilClass,27.63
538,Trail Blazer,BMX,Scott,4264.47,780.46,605.43,Youtags,10/20/2018,6/2/2021,error: undefined method `first' for nil:NilClass,81.7
539,Speed Demon,mountain,Scott,3062.96,1964.9,404.06,Myworks,12/19/2019,8/4/2020,error: undefined method `first' for nil:NilClass,35.85
540,Trail Blazer,BMX,Cannondale,4395.16,3918.87,827.08,Einti,1/23/2018,1/6/2020,error: undefined method `first' for nil:NilClass,10.84
541,Speed Demon,road,Trek,2562.58,1760.81,97.24,Yodoo,12/30/2019,3/3/2021,error: undefined method `first' for nil:NilClass,31.29
542,Speed Demon,road,Trek,3155.4,2702.63,840.87,Dynabox,1/3/2019,6/17/2020,error: undefined method `first' for nil:NilClass,14.35
543,Urban Cruiser,hybrid,Scott,1137.62,1645.32,512.51,Ainyx,10/17/2018,2/6/2020,error: undefined method `first' for nil:NilClass,-44.63
544,Trail Blazer,mountain,Trek,1180.65,1212.79,15.34,Browseblab,5/23/2018,6/15/2020,error: undefined method `first' for nil:NilClass,-2.72
545,Speed Demon,cruiser,Scott,3949.74,1661.67,11.58,Eadel,1/16/2019,1/18/2020,error: undefined method `first' for nil:NilClass,57.93
546,Trail Blazer,mountain,Cannondale,2305.2,424.34,298.87,Photobug,3/23/2018,4/6/2020,error: undefined method `first' for nil:NilClass,81.59
547,City Slicker,road,Trek,2871.02,2597.48,789.47,Skinix,7/29/2018,12/6/2021,error: undefined method `first' for nil:NilClass,9.53
548,Mountain Beast,hybrid,Cannondale,1895.95,2629.15,560.18,Yozio,9/10/2019,4/22/2021,error: undefined method `first' for nil:NilClass,-38.67
549,Urban Cruiser,BMX,Trek,351.57,2066.47,929.75,Jabberstorm,5/10/2018,5/17/2020,error: undefined method `first' for nil:NilClass,-487.78
550,Trail Blazer,cruiser,Scott,1090.22,85.75,327.54,Trudeo,9/28/2018,8/24/2020,error: undefined method `first' for nil:NilClass,92.13
551,Mountain Beast,mountain,Trek,4725.61,2908.71,696.21,Jabbersphere,10/9/2018,2/14/2020,error: undefined method `first' for nil:NilClass,38.45
552,Speed Demon,hybrid,Scott,1854.57,3494.31,508.4,Yakijo,12/16/2018,12/10/2020,error: undefined method `first' for nil:NilClass,-88.42
553,Speed Demon,road,Trek,1037.68,420.77,970.11,Tekfly,5/14/2018,3/25/2021,error: undefined method `first' for nil:NilClass,59.45
554,Mountain Beast,cruiser,Scott,4702.28,1014.4,834.64,Livetube,5/6/2018,11/24/2021,error: undefined method `first' for nil:NilClass,78.43
555,Speed Demon,cruiser,Cannondale,59.74,586.56,646.76,Omba,12/22/2019,10/17/2021,error: undefined method `first' for nil:NilClass,-881.85
556,Mountain Beast,BMX,Specialized,4454.25,355.69,741.18,Divanoodle,3/10/2019,4/5/2021,error: undefined method `first' for nil:NilClass,92.01
557,Urban Cruiser,cruiser,Specialized,359.54,400.28,784.05,Yamia,7/26/2019,5/12/2021,error: undefined method `first' for nil:NilClass,-11.33
558,Speed Demon,BMX,Giant,2468.45,1341.33,236.38,Skinix,11/1/2019,11/25/2020,error: undefined method `first' for nil:NilClass,45.66
559,Trail Blazer,cruiser,Cannondale,488.67,483.88,219.13,Devify,4/9/2019,2/10/2021,error: undefined method `first' for nil:NilClass,0.98
560,Urban Cruiser,cruiser,Cannondale,806.46,3128.7,538.96,Reallinks,3/11/2018,3/2/2020,error: undefined method `first' for nil:NilClass,-287.95
561,Speed Demon,road,Cannondale,2294.78,1443.6,326.4,Realcube,6/5/2019,11/28/2021,error: undefined method `first' for nil:NilClass,37.09
562,City Slicker,BMX,Scott,2781.9,1723.13,302.68,Babbleblab,4/14/2019,4/16/2020,error: undefined method `first' for nil:NilClass,38.06
563,Mountain Beast,cruiser,Cannondale,3113.4,3004.18,798.4,Kwilith,7/30/2018,11/27/2020,error: undefined method `first' for nil:NilClass,3.51
